name,price,quantity,product_id
Fridge,198.94,66,2522
Speaker,902.9,60,2523
Chair,859.81,46,2524
Fan,467.02,5,2525
Fan,373.58,35,2526
Microwave,939.69,36,2527
Table,230.15,49,2528
Dryer,558.01,80,2529
Oven,63.95,42,2530
Monitor,199.29,49,2531
Camera,607.99,68,2532
Lamp,665.56,77,2533
Microwave,585.19,71,2534
Microwave,870.91,84,2535
TV,993.47,67,2536
Fan,766.22,1,2537
Monitor,470.44,74,2538
Monitor,835.6,82,2539
Table,129.18,22,2540
Printer,686.44,72,2541
Table,523.15,50,2542
Washer,186.29,12,2543
Fridge,973.2,85,2544
Bed,345.05,12,2545
Bed,619.27,80,2546
Dryer,879.81,63,2547
Microwave,511.62,88,2548
Monitor,123.99,64,2549
Printer,820.55,80,2550
Laptop,359.68,20,2551
Computer,983.24,20,2552
Speaker,884.99,34,2553
Printer,854.91,21,2554
Computer,362.69,86,2555
Computer,759.56,80,2556
Washer,986.47,43,2557
Speaker,531.06,8,2558
Dryer,476.02,35,2559
Mirror,24.52,14,2560
Lamp,703.2,24,2561
Heater,859.89,92,2562
Phone,254.98,36,2563
Computer,321.87,50,2564
Dryer,505.67,71,2565
Fridge,81.36,89,2566
Lamp,98.75,80,2567
Oven,426.9,69,2568
Heater,268.61,7,2569
Heater,411.98,72,2570
Table,459.84,66,2571
Lamp,976.51,86,2572
Chair,944.82,69,2573
Dryer,148.33,77,2574
Printer,883.76,44,2575
Computer,89.4,48,2576
Phone,512.56,53,2577
Microwave,172.27,31,2578
Fan,372.23,76,2579
Monitor,745.91,23,2580
Dryer,430.26,4,2581
Fan,808.88,94,2582
TV,721.63,4,2583
TV,943.41,50,2584
Bed,538.81,23,2585
TV,804.13,67,2586
Computer,329.68,38,2587
Heater,352.29,19,2588
TV,406.51,57,2589
Monitor,416.81,86,2590
TV,112.22,60,2591
Laptop,523.91,68,2592
Mirror,105.84,40,2593
TV,890.86,5,2594
TV,71.23,77,2595
Phone,455.2,53,2596
Monitor,291.85,50,2597
Phone,163.32,97,2598
Bed,786.0,83,2599
Speaker,717.78,60,2600
Table,154.49,36,2601
Printer,636.44,71,2602
Camera,794.63,93,2603
Fan,775.6,88,2604
Camera,101.36,25,2605
Fridge,688.66,92,2606
Printer,718.86,19,2607
Camera,863.54,17,2608
Chair,512.96,37,2609
Fridge,466.48,49,2610
Bed,965.47,49,2611
Computer,798.55,64,2612
Microwave,563.14,2,2613
Camera,337.31,53,2614
Bed,846.79,15,2615
Lamp,460.88,28,2616
Oven,101.76,14,2617
Phone,460.36,51,2618
Fan,873.25,78,2619
Lamp,453.8,27,2620
Oven,24.21,21,2621
Laptop,615.37,15,2622
Heater,995.87,84,2623
Bed,819.08,91,2624
Phone,621.07,18,2625
Bed,915.25,86,2626
Fan,815.45,33,2627
Fridge,503.65,89,2628
TV,595.31,72,2629
Lamp,733.98,92,2630
Heater,847.96,73,2631
Computer,67.59,47,2632
Computer,777.06,87,2633
TV,453.03,14,2634
Bed,664.19,48,2635
Phone,766.99,31,2636
Washer,544.11,3,2637
Computer,166.93,26,2638
Monitor,415.43,78,2639
Oven,86.1,95,2640
Table,692.41,40,2641
Mirror,954.17,95,2642
Laptop,797.3,46,2643
TV,395.89,65,2644
Microwave,588.45,36,2645
Mirror,311.16,47,2646
Bed,545.64,4,2647
Chair,307.72,46,2648
Camera,740.94,78,2649
Washer,266.75,10,2650
Printer,964.38,24,2651
Oven,665.33,73,2652
Speaker,78.09,46,2653
Mirror,20.67,59,2654
Mirror,997.08,17,2655
TV,228.3,61,2656
Printer,319.44,38,2657
Camera,216.33,46,2658
Printer,928.82,35,2659
Speaker,655.49,8,2660
Monitor,509.34,96,2661
Table,562.07,71,2662
Printer,324.69,74,2663
Printer,618.03,28,2664
Lamp,425.4,75,2665
Oven,207.24,8,2666
Oven,660.04,89,2667
Lamp,380.1,16,2668
Mirror,787.22,32,2669
Oven,421.24,63,2670
Microwave,513.19,90,2671
Washer,789.59,74,2672
Printer,453.4,47,2673
Computer,966.56,40,2674
Monitor,795.1,64,2675
Washer,828.17,31,2676
Lamp,954.38,30,2677
Oven,394.96,20,2678
Fan,584.28,34,2679
Table,696.66,79,2680
Phone,676.72,72,2681
Speaker,953.41,17,2682
TV,295.47,76,2683
Oven,298.45,91,2684
Fridge,918.82,29,2685
Speaker,801.31,7,2686
Printer,211.32,24,2687
Laptop,574.35,82,2688
Oven,748.31,93,2689
Dryer,359.51,64,2690
Oven,440.04,41,2691
Monitor,579.64,36,2692
Mirror,472.44,93,2693
Computer,755.51,52,2694
Camera,15.88,18,2695
Speaker,440.29,51,2696
Fan,344.21,51,2697
Monitor,613.07,30,2698
Printer,778.2,77,2699
Dryer,85.38,86,2700
Mirror,166.48,6,2701
Heater,668.43,43,2702
Camera,741.02,5,2703
Chair,592.32,43,2704
Monitor,982.98,25,2705
Laptop,504.47,8,2706
Printer,144.93,26,2707
Speaker,689.43,40,2708
Fan,606.05,79,2709
Fan,594.52,45,2710
Laptop,550.4,18,2711
Camera,939.7,68,2712
Washer,137.86,30,2713
Monitor,82.47,55,2714
Speaker,162.58,46,2715
Dryer,252.54,98,2716
TV,597.02,61,2717
Laptop,616.3,85,2718
Computer,240.28,23,2719
Phone,494.33,51,2720
Bed,487.24,47,2721
Monitor,458.58,91,2722
Camera,805.51,57,2723
Heater,476.98,3,2724
Microwave,760.78,45,2725
Chair,174.82,47,2726
Lamp,536.65,19,2727
Monitor,825.86,3,2728
Table,185.94,2,2729
Microwave,470.27,59,2730
Microwave,612.99,83,2731
Bed,192.93,65,2732
Chair,759.2,16,2733
Oven,88.21,15,2734
Phone,946.95,82,2735
Laptop,473.54,51,2736
Washer,342.76,61,2737
Heater,125.64,46,2738
Speaker,438.27,11,2739
Fan,663.21,81,2740
Lamp,103.54,69,2741
Camera,313.21,11,2742
Bed,837.66,55,2743
Printer,649.72,56,2744
Phone,214.31,53,2745
Fan,169.3,91,2746
TV,905.44,76,2747
Chair,294.15,49,2748
Lamp,187.71,55,2749
Printer,999.96,33,2750
Mirror,316.1,76,2751
Printer,133.49,45,2752
Dryer,467.14,2,2753
Speaker,440.0,73,2754
Oven,927.53,71,2755
Washer,142.86,63,2756
Camera,100.23,36,2757
Speaker,102.05,78,2758
Chair,905.24,29,2759
Laptop,454.88,90,2760
TV,159.1,64,2761
Microwave,597.89,28,2762
Monitor,542.25,83,2763
Heater,206.42,23,2764
Fridge,607.01,11,2765
Laptop,346.83,58,2766
Phone,245.99,24,2767
Mirror,515.3,58,2768
Mirror,298.73,31,2769
Speaker,229.92,47,2770
Speaker,880.93,4,2771
Speaker,164.2,7,2772
Fan,287.78,4,2773
Fan,392.28,81,2774
Heater,280.9,81,2775
TV,218.6,36,2776
Oven,773.43,83,2777
TV,335.73,43,2778
Microwave,121.39,91,2779
Bed,545.49,87,2780
Lamp,134.23,96,2781
Phone,363.94,45,2782
Phone,883.01,15,2783
TV,375.47,14,2784
Fan,636.18,63,2785
Monitor,519.48,28,2786
Fan,146.35,28,2787
Table,652.58,86,2788
Phone,857.47,50,2789
Lamp,102.28,30,2790
Monitor,756.14,51,2791
Printer,693.31,75,2792
Heater,867.99,50,2793
Chair,113.05,43,2794
Heater,312.64,50,2795
Monitor,697.35,98,2796
Camera,31.8,98,2797
Bed,736.73,24,2798
Phone,859.4,56,2799
Laptop,458.77,75,2800
Laptop,439.99,87,2801
Table,285.68,30,2802
Chair,15.0,3,2803
Fan,194.44,25,2804
Mirror,980.07,10,2805
Lamp,868.61,99,2806
Heater,273.84,33,2807
Printer,964.11,50,2808
Bed,374.04,88,2809
Oven,304.61,32,2810
Washer,161.28,65,2811
Bed,902.59,59,2812
Dryer,987.12,70,2813
Heater,334.14,18,2814
Printer,706.4,61,2815
Monitor,341.95,53,2816
Phone,113.94,3,2817
Camera,398.77,29,2818
Mirror,556.05,51,2819
Dryer,131.79,44,2820
Table,820.09,15,2821
Bed,502.39,81,2822
Table,242.04,93,2823
Monitor,596.83,73,2824
Fridge,795.33,48,2825
Chair,334.35,64,2826
Oven,704.46,72,2827
TV,433.58,93,2828
Monitor,964.41,24,2829
Oven,773.23,9,2830
Speaker,362.79,77,2831
Dryer,27.57,54,2832
TV,660.94,21,2833
Bed,205.89,90,2834
Oven,130.66,31,2835
Washer,932.46,96,2836
Fridge,999.95,22,2837
Fridge,277.19,31,2838
Washer,308.75,68,2839
Chair,173.34,23,2840
Printer,463.11,14,2841
Monitor,867.19,67,2842
Laptop,704.49,29,2843
Oven,847.87,53,2844
Computer,236.2,94,2845
Chair,733.15,35,2846
Fan,919.34,26,2847
Microwave,288.6,86,2848
Printer,693.75,54,2849
Fridge,406.65,72,2850
Printer,297.32,3,2851
Bed,969.93,81,2852
Phone,355.15,17,2853
Laptop,116.77,31,2854
Bed,394.7,36,2855
Computer,453.2,2,2856
Fan,754.69,42,2857
Printer,950.42,91,2858
Oven,818.89,49,2859
Washer,931.63,58,2860
Fan,480.31,43,2861
Phone,722.12,43,2862
Phone,315.96,15,2863
TV,78.89,65,2864
Mirror,371.82,46,2865
TV,700.94,45,2866
Mirror,281.88,54,2867
Dryer,862.79,28,2868
Bed,792.87,14,2869
Bed,202.1,34,2870
Lamp,337.53,64,2871
Bed,827.05,88,2872
Computer,251.5,96,2873
Mirror,338.29,38,2874
Fridge,349.64,19,2875
Computer,803.03,80,2876
Washer,46.66,91,2877
Fridge,83.05,68,2878
Laptop,582.67,8,2879
Speaker,403.14,54,2880
Oven,636.56,12,2881
Dryer,273.8,98,2882
Phone,910.49,9,2883
Oven,763.33,69,2884
Dryer,77.07,45,2885
Computer,786.07,25,2886
Dryer,969.89,75,2887
Dryer,943.01,29,2888
Oven,738.13,53,2889
Microwave,132.36,97,2890
Microwave,580.32,15,2891
Dryer,291.39,44,2892
Oven,970.51,73,2893
Oven,720.31,10,2894
Dryer,614.66,51,2895
Microwave,698.14,3,2896
TV,443.6,64,2897
Heater,379.01,94,2898
Speaker,936.44,30,2899
Speaker,338.61,74,2900
TV,51.02,97,2901
Printer,406.83,70,2902
Speaker,792.44,26,2903
Dryer,651.98,43,2904
Phone,962.55,99,2905
Mirror,115.14,2,2906
TV,912.43,60,2907
Table,375.16,79,2908
Phone,479.26,1,2909
Chair,434.2,16,2910
Chair,125.29,74,2911
Bed,255.32,97,2912
Lamp,744.85,14,2913
Camera,32.78,81,2914
Monitor,142.55,68,2915
Chair,34.96,54,2916
Computer,858.81,12,2917
Camera,621.15,81,2918
Fan,178.23,58,2919
Table,771.08,79,2920
Speaker,967.13,63,2921
TV,935.21,28,2922
TV,922.33,66,2923
Table,17.73,67,2924
Phone,593.12,66,2925
Bed,264.07,2,2926
Chair,569.0,37,2927
Mirror,324.85,35,2928
Microwave,162.13,70,2929
Camera,450.05,79,2930
Table,500.15,11,2931
Bed,989.87,73,2932
Camera,51.96,20,2933
TV,308.14,23,2934
Heater,853.37,75,2935
Speaker,663.1,81,2936
Lamp,828.42,94,2937
Fan,663.69,60,2938
Oven,761.94,55,2939
Monitor,497.99,48,2940
Dryer,212.83,72,2941
TV,811.9,30,2942
Washer,572.14,73,2943
Dryer,148.11,91,2944
TV,806.85,95,2945
Laptop,959.0,65,2946
Mirror,352.7,77,2947
Lamp,300.58,70,2948
Microwave,90.96,87,2949
Speaker,667.85,42,2950
Table,959.37,99,2951
Washer,144.63,90,2952
Fan,490.31,59,2953
Computer,107.26,77,2954
Computer,43.77,83,2955
Camera,667.86,44,2956
Laptop,869.01,45,2957
Mirror,344.19,84,2958
Oven,877.01,91,2959
Microwave,125.88,87,2960
Mirror,245.58,76,2961
Monitor,902.59,62,2962
Lamp,513.42,89,2963
Fan,612.11,8,2964
Computer,47.64,23,2965
Speaker,137.11,43,2966
Chair,65.23,77,2967
Laptop,905.95,37,2968
Computer,143.45,98,2969
Table,851.18,44,2970
Speaker,357.52,61,2971
Monitor,802.59,67,2972
Phone,371.39,73,2973
Dryer,275.01,99,2974
Speaker,102.72,64,2975
Dryer,287.9,96,2976
Microwave,476.76,45,2977
Washer,819.33,98,2978
Bed,457.99,12,2979
Mirror,971.72,59,2980
Chair,546.22,69,2981
Phone,34.7,58,2982
Chair,421.21,22,2983
Dryer,692.01,54,2984
Fridge,241.95,7,2985
Monitor,701.64,26,2986
Fridge,508.66,36,2987
Camera,35.48,21,2988
Fridge,776.61,52,2989
Chair,564.77,11,2990
Chair,91.67,86,2991
Microwave,480.46,30,2992
Washer,294.42,33,2993
Table,880.88,99,2994
Fridge,292.08,5,2995
TV,942.27,85,2996
Microwave,550.67,31,2997
Lamp,330.38,47,2998
Bed,815.41,15,2999
Monitor,700.43,92,3000
Lamp,419.82,55,3001
Fan,633.32,52,3002
Speaker,780.8,78,3003
Mirror,853.04,83,3004
Table,818.25,95,3005
Phone,174.42,34,3006
Laptop,830.11,80,3007
Microwave,68.04,43,3008
Microwave,208.17,54,3009
Printer,626.7,49,3010
Mirror,123.55,5,3011
Computer,607.31,63,3012
Fridge,314.89,23,3013
Fan,435.17,78,3014
Microwave,322.0,72,3015
Speaker,79.47,75,3016
Lamp,505.75,49,3017
Mirror,963.96,65,3018
Oven,615.67,68,3019
Phone,307.03,88,3020
Table,956.59,13,3021
TV,395.34,50,3022
Printer,700.54,33,3023
Table,637.77,83,3024
TV,953.38,57,3025
Monitor,915.46,78,3026
Heater,156.52,82,3027
Printer,94.83,26,3028
Camera,811.55,32,3029
Computer,905.89,31,3030
Fan,498.04,25,3031
Fridge,693.85,49,3032
Fan,79.09,9,3033
Lamp,227.61,85,3034
Mirror,157.88,48,3035
Fridge,605.15,2,3036
Printer,205.56,76,3037
Mirror,69.25,98,3038
Printer,309.19,11,3039
Fridge,680.44,36,3040
Washer,582.09,44,3041
Computer,337.42,8,3042
Camera,835.14,70,3043
Monitor,283.51,15,3044
Mirror,267.94,25,3045
Lamp,564.35,21,3046
Washer,483.43,43,3047
Oven,451.51,6,3048
Printer,164.23,48,3049
Fan,509.6,62,3050
Phone,266.43,36,3051
Heater,398.26,80,3052
Camera,736.23,65,3053
Heater,937.49,16,3054
Microwave,776.12,71,3055
TV,411.58,95,3056
Bed,597.1,14,3057
Lamp,749.03,9,3058
TV,420.08,53,3059
Computer,366.65,96,3060
Lamp,143.89,38,3061
Computer,738.9,29,3062
Monitor,840.12,78,3063
Fan,323.42,78,3064
Bed,785.67,94,3065
Phone,614.11,16,3066
Monitor,786.24,29,3067
Dryer,417.22,18,3068
Printer,750.1,37,3069
Camera,414.42,17,3070
Heater,97.87,51,3071
Computer,555.07,5,3072
Fridge,459.79,77,3073
Dryer,260.35,80,3074
Oven,893.19,11,3075
Oven,389.02,32,3076
Printer,48.73,12,3077
Printer,388.31,93,3078
Microwave,430.26,27,3079
Laptop,863.02,84,3080
Mirror,801.19,4,3081
Chair,207.97,68,3082
Monitor,840.64,79,3083
Table,255.45,86,3084
Fridge,348.51,15,3085
Table,86.05,41,3086
Table,64.8,25,3087
Lamp,684.05,5,3088
Heater,924.11,74,3089
Computer,498.09,21,3090
Computer,845.65,24,3091
Microwave,795.81,46,3092
Dryer,668.03,8,3093
Camera,978.45,25,3094
Laptop,804.17,94,3095
Printer,282.1,3,3096
Bed,791.12,42,3097
Microwave,695.74,72,3098
Mirror,405.53,51,3099
Microwave,86.03,8,3100
Heater,222.22,5,3101
Speaker,799.27,32,3102
Chair,256.0,48,3103
Phone,997.88,28,3104
Camera,697.05,12,3105
Phone,482.45,72,3106
Monitor,574.73,2,3107
Microwave,614.76,46,3108
Heater,969.26,56,3109
Fridge,170.12,87,3110
Oven,279.67,22,3111
Camera,712.5,31,3112
Monitor,247.46,28,3113
Computer,872.58,29,3114
Chair,353.07,61,3115
Printer,189.03,48,3116
Microwave,57.14,85,3117
Microwave,599.64,66,3118
Monitor,827.03,53,3119
Phone,281.06,96,3120
Microwave,918.36,78,3121
TV,760.16,70,3122
Table,70.69,50,3123
Laptop,576.91,43,3124
Phone,571.77,57,3125
Heater,210.35,11,3126
Fan,341.2,11,3127
Computer,463.7,50,3128
Oven,57.6,57,3129
Camera,158.28,43,3130
Camera,172.36,41,3131
TV,385.44,79,3132
Chair,749.88,97,3133
Washer,832.99,52,3134
Oven,171.22,5,3135
Camera,754.39,53,3136
Camera,674.0,91,3137
Fridge,891.78,41,3138
TV,969.1,23,3139
Monitor,133.22,7,3140
Table,89.87,49,3141
Chair,801.73,64,3142
Computer,170.55,71,3143
Oven,202.63,7,3144
Microwave,883.22,40,3145
Fan,939.58,53,3146
Speaker,325.29,68,3147
Microwave,843.75,88,3148
Heater,860.27,67,3149
Fridge,609.34,56,3150
Mirror,570.43,6,3151
Lamp,580.08,84,3152
Bed,308.28,6,3153
Oven,622.68,76,3154
Printer,251.14,29,3155
Computer,185.86,87,3156
Phone,418.82,23,3157
TV,708.72,31,3158
Phone,625.21,38,3159
Washer,965.23,16,3160
Speaker,649.99,25,3161
Mirror,149.9,27,3162
Fan,169.61,34,3163
Phone,102.14,22,3164
Washer,199.26,51,3165
Fan,601.97,71,3166
Mirror,839.9,20,3167
Computer,894.93,10,3168
Printer,406.04,85,3169
Washer,563.0,12,3170
Fridge,811.11,28,3171
Heater,318.95,25,3172
Camera,599.71,57,3173
Oven,182.34,80,3174
Microwave,481.77,33,3175
Bed,181.34,46,3176
Table,467.8,85,3177
Laptop,402.85,35,3178
Printer,438.93,68,3179
Phone,251.28,99,3180
Microwave,144.68,99,3181
Fan,282.91,11,3182
Laptop,247.18,73,3183
Fridge,736.95,70,3184
Chair,719.81,20,3185
Phone,588.64,56,3186
Washer,100.42,67,3187
Fan,570.6,54,3188
Monitor,88.44,56,3189
Camera,27.99,9,3190
Chair,359.07,62,3191
Washer,248.14,60,3192
Monitor,598.7,49,3193
Speaker,929.36,45,3194
Laptop,722.65,46,3195
Fridge,769.69,43,3196
Chair,951.38,50,3197
Monitor,637.75,6,3198
Washer,581.95,95,3199
Computer,605.85,79,3200
Mirror,867.15,13,3201
Lamp,394.22,36,3202
Camera,797.38,74,3203
Phone,655.73,59,3204
Laptop,311.53,49,3205
Camera,23.55,24,3206
Bed,217.82,62,3207
Camera,702.99,78,3208
Fridge,583.89,77,3209
Printer,281.85,82,3210
Speaker,439.96,73,3211
Speaker,664.54,21,3212
Oven,135.82,82,3213
Fridge,437.96,90,3214
Bed,422.46,50,3215
Computer,547.18,43,3216
Fan,526.69,11,3217
Speaker,374.05,36,3218
Printer,765.11,66,3219
Lamp,76.56,10,3220
Speaker,45.18,47,3221
Oven,426.06,71,3222
Camera,897.73,15,3223
Oven,284.79,72,3224
Fan,180.59,87,3225
Phone,928.93,90,3226
Dryer,176.54,6,3227
Fan,381.09,72,3228
Lamp,731.73,91,3229
Printer,268.31,2,3230
Lamp,237.55,72,3231
Washer,403.69,38,3232
Printer,789.49,37,3233
Monitor,911.87,11,3234
Washer,40.98,3,3235
Dryer,173.46,26,3236
Laptop,959.02,45,3237
Washer,596.86,95,3238
Chair,555.9,72,3239
Laptop,815.41,35,3240
Table,49.39,61,3241
Bed,23.7,10,3242
Laptop,967.82,14,3243
Printer,830.28,38,3244
Table,749.91,54,3245
Table,164.14,62,3246
Oven,481.84,86,3247
Printer,937.92,20,3248
Microwave,934.26,81,3249
Bed,19.15,12,3250
Mirror,754.97,90,3251
Monitor,16.18,8,3252
Chair,984.46,99,3253
Camera,422.8,51,3254
Camera,973.78,27,3255
Dryer,374.07,94,3256
Phone,300.26,74,3257
Phone,323.13,10,3258
Washer,733.37,55,3259
Fridge,207.68,51,3260
Lamp,865.42,11,3261
Chair,594.67,78,3262
Laptop,970.21,53,3263
Speaker,987.21,53,3264
Microwave,193.33,50,3265
Computer,956.22,88,3266
Lamp,56.07,93,3267
Laptop,37.59,78,3268
Computer,944.43,87,3269
Oven,962.77,99,3270
Oven,155.78,88,3271
Laptop,447.99,79,3272
Chair,499.15,24,3273
Monitor,861.68,38,3274
Chair,631.64,31,3275
TV,776.82,47,3276
Chair,490.25,96,3277
Chair,651.93,36,3278
Microwave,738.06,44,3279
Washer,740.5,8,3280
Lamp,11.72,19,3281
Monitor,108.91,32,3282
Microwave,370.02,7,3283
Mirror,70.59,80,3284
Monitor,389.16,58,3285
Camera,395.67,55,3286
Heater,921.03,17,3287
Table,571.4,62,3288
Laptop,709.29,44,3289
Bed,888.33,66,3290
Chair,447.71,39,3291
Dryer,11.94,74,3292
Chair,292.48,68,3293
Laptop,816.02,88,3294
Microwave,902.82,70,3295
Mirror,357.99,65,3296
Lamp,301.05,71,3297
Phone,925.26,67,3298
Lamp,357.56,72,3299
TV,655.72,24,3300
Speaker,287.51,97,3301
Microwave,106.94,64,3302
Camera,506.22,40,3303
Bed,924.0,71,3304
Monitor,622.45,9,3305
Phone,216.74,83,3306
Microwave,685.61,7,3307
Laptop,770.68,33,3308
Chair,327.55,52,3309
Camera,563.62,15,3310
Laptop,685.13,32,3311
Phone,168.75,90,3312
Computer,964.46,13,3313
Bed,456.74,25,3314
Bed,979.87,53,3315
TV,197.68,62,3316
Monitor,488.94,51,3317
Phone,174.2,79,3318
Printer,20.08,10,3319
Laptop,245.5,23,3320
Camera,409.16,77,3321
Camera,436.82,38,3322
Fan,887.64,98,3323
Computer,639.32,69,3324
Speaker,440.1,46,3325
TV,988.12,47,3326
Dryer,618.08,20,3327
Lamp,329.44,41,3328
Lamp,694.4,69,3329
Phone,500.74,11,3330
Washer,882.36,12,3331
Mirror,897.55,56,3332
Lamp,373.68,12,3333
Laptop,566.72,2,3334
Heater,273.12,69,3335
Lamp,630.37,74,3336
Microwave,992.42,92,3337
Table,834.26,96,3338
Lamp,372.75,53,3339
Heater,104.43,47,3340
Laptop,967.02,85,3341
Camera,395.69,20,3342
Oven,300.45,38,3343
Printer,323.17,28,3344
Fan,495.02,55,3345
Fan,957.18,23,3346
Mirror,986.76,32,3347
Printer,303.17,28,3348
Bed,357.95,3,3349
Phone,516.69,54,3350
Table,18.11,35,3351
Chair,183.09,81,3352
Laptop,936.7,19,3353
Microwave,39.14,42,3354
Phone,109.97,39,3355
Microwave,426.44,68,3356
Fan,734.14,34,3357
Heater,276.19,72,3358
Fridge,312.91,19,3359
Fridge,312.42,71,3360
Mirror,873.88,7,3361
Speaker,233.84,47,3362
Laptop,566.78,88,3363
Washer,999.93,89,3364
Fridge,731.18,65,3365
Chair,342.99,36,3366
Oven,767.8,3,3367
Heater,954.38,61,3368
Bed,379.8,50,3369
Mirror,710.93,22,3370
Heater,85.05,63,3371
Speaker,896.34,47,3372
Phone,105.29,74,3373
Bed,379.2,22,3374
Camera,547.08,65,3375
Bed,270.94,60,3376
Printer,652.78,1,3377
Monitor,558.88,42,3378
Monitor,720.01,63,3379
Monitor,360.6,36,3380
Monitor,550.55,32,3381
Heater,814.06,69,3382
Bed,812.59,73,3383
Washer,717.1,41,3384
Heater,546.52,71,3385
Dryer,676.53,80,3386
Heater,96.01,23,3387
Table,476.6,86,3388
Mirror,861.54,46,3389
Laptop,611.29,20,3390
Fan,942.27,57,3391
Monitor,269.56,23,3392
Oven,105.34,72,3393
TV,630.35,76,3394
Dryer,100.02,16,3395
TV,784.31,76,3396
Speaker,264.17,47,3397
Printer,543.36,50,3398
Phone,813.26,10,3399
Camera,790.16,97,3400
Printer,501.02,36,3401
Microwave,976.09,50,3402
Mirror,502.66,35,3403
Heater,286.0,5,3404
Mirror,309.41,75,3405
TV,746.21,49,3406
Laptop,442.74,51,3407
Laptop,424.6,54,3408
Table,30.28,20,3409
Dryer,312.23,39,3410
Oven,861.78,89,3411
TV,805.47,94,3412
Computer,749.05,10,3413
Computer,32.9,63,3414
TV,36.72,56,3415
Laptop,318.35,9,3416
Chair,479.71,56,3417
Oven,910.64,85,3418
Heater,390.78,11,3419
Printer,295.64,42,3420
Oven,575.44,70,3421
Chair,915.55,79,3422
TV,741.25,90,3423
Phone,858.1,39,3424
Mirror,190.38,47,3425
Table,134.41,5,3426
Chair,548.63,83,3427
Camera,700.4,75,3428
Heater,955.44,33,3429
Laptop,377.82,49,3430
Washer,353.09,34,3431
Heater,520.7,95,3432
Monitor,688.09,82,3433
TV,570.36,6,3434
Table,725.8,6,3435
Laptop,386.51,52,3436
TV,863.58,73,3437
Mirror,191.15,40,3438
Camera,322.75,16,3439
Monitor,775.94,32,3440
Laptop,342.32,55,3441
Lamp,671.47,89,3442
Phone,294.92,37,3443
Microwave,195.23,37,3444
TV,307.73,72,3445
Oven,888.12,81,3446
Microwave,466.27,67,3447
Laptop,233.16,51,3448
Dryer,328.22,69,3449
Phone,12.74,98,3450
Chair,758.25,5,3451
Speaker,233.42,96,3452
Washer,601.94,9,3453
Chair,34.86,12,3454
Dryer,836.15,58,3455
TV,195.57,8,3456
Heater,14.72,30,3457
Speaker,308.18,80,3458
Oven,921.28,54,3459
Oven,269.99,33,3460
Microwave,508.44,18,3461
Oven,413.16,14,3462
Washer,301.31,5,3463
Speaker,928.08,41,3464
Bed,791.1,38,3465
Monitor,764.29,97,3466
Dryer,530.85,73,3467
Lamp,826.61,84,3468
Fan,463.84,67,3469
Lamp,470.54,71,3470
Fan,498.84,48,3471
Heater,244.54,64,3472
Microwave,924.42,49,3473
Printer,266.16,74,3474
Laptop,206.18,64,3475
Fridge,251.31,53,3476
Monitor,819.18,84,3477
Monitor,770.86,23,3478
Heater,432.84,71,3479
Laptop,23.64,17,3480
Speaker,975.98,14,3481
Lamp,141.21,17,3482
Oven,852.91,68,3483
Camera,783.91,81,3484
Dryer,938.7,67,3485
Bed,775.66,55,3486
Mirror,338.06,50,3487
Table,239.59,12,3488
Microwave,383.91,14,3489
Table,211.06,18,3490
Monitor,722.38,43,3491
Fan,828.25,8,3492
Heater,649.97,62,3493
Table,194.23,56,3494
Microwave,47.01,50,3495
Fridge,584.6,80,3496
TV,468.05,87,3497
Chair,207.71,59,3498
TV,374.4,66,3499
Laptop,546.05,58,3500
Monitor,636.59,76,3501
Chair,481.88,32,3502
Camera,971.68,35,3503
Speaker,55.76,2,3504
Monitor,661.63,85,3505
Laptop,910.46,22,3506
Computer,244.2,5,3507
Fridge,221.57,51,3508
Laptop,764.61,24,3509
TV,491.51,87,3510
Laptop,992.26,99,3511
Lamp,593.23,1,3512
Oven,924.21,4,3513
Laptop,22.09,62,3514
Computer,162.99,64,3515
Chair,687.57,84,3516
Chair,422.3,60,3517
Washer,837.6,36,3518
Laptop,434.61,76,3519
Fridge,715.87,39,3520
Camera,570.5,92,3521
Washer,128.7,52,3522
Chair,720.77,83,3523
Phone,709.31,89,3524
Camera,124.56,75,3525
Chair,566.29,34,3526
Phone,342.29,18,3527
Lamp,464.26,84,3528
Fridge,428.53,48,3529
Mirror,113.73,51,3530
Fan,166.44,54,3531
Chair,95.94,52,3532
Fan,200.52,96,3533
Lamp,853.92,72,3534
TV,34.28,76,3535
Washer,437.3,68,3536
Fridge,802.93,59,3537
Microwave,109.26,18,3538
Camera,235.44,47,3539
Washer,730.17,34,3540
Bed,651.08,66,3541
Oven,567.39,95,3542
Oven,179.92,93,3543
Laptop,796.59,66,3544
Fan,150.0,61,3545
Bed,143.45,40,3546
Heater,797.08,44,3547
Chair,375.53,38,3548
Laptop,319.49,3,3549
TV,285.89,71,3550
Laptop,331.72,41,3551
Chair,347.18,29,3552
Phone,699.4,25,3553
Table,247.86,20,3554
Heater,332.07,41,3555
Dryer,778.45,16,3556
Washer,914.02,27,3557
TV,616.71,52,3558
Speaker,114.07,28,3559
Heater,546.17,61,3560
Computer,631.5,58,3561
Computer,320.91,65,3562
Printer,829.72,28,3563
Fan,784.26,42,3564
Computer,579.55,33,3565
Washer,153.57,93,3566
Speaker,700.41,73,3567
Fridge,896.4,12,3568
Printer,257.6,52,3569
Bed,959.1,72,3570
Laptop,773.59,49,3571
Phone,307.32,18,3572
